cve_id,description,source,is_cellular_related,detailed_description
CVE-2023-20756,"verviewRelease Date (est.)Jul 2023ChipsetMT6765VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2023-20753MEDIUMTRUSTN/AN/AJul 2023N/ACVE-2023-20754HIGHTRUSTN/AN/AJul 2023Jul 2023CVE-2023-20755HIGHTRUSTN/AN/AJul 2023Jul 2023CVE-2023-20756MEDIUMTRUSTN/AN/AJul 2023N/ACVE-2023-20761MEDIUMCELLULAROSN/AJul 2023N/ACVE-2023-20766MEDIUMPOSITIONN/AN/AJul 2023N/ACVE-2023-20768MEDIUMMEMORY_MANAGEMENTOSN/AJul 2023N/ACVE-2023-20771MEDIUMGPUN/AN/AJul 2023N/ACVE-2023-20772MEDIUMN/AN/AN/AJul 2023N/ACVE-2023-20773MEDIUMN/AN/AN/AJul 2023N/A175 of 417 row(s) shown.Rows per pagePage 1 of 18Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, ",https://www.chipsets.org/devices/215,True,"In keyinstall, there is a possible out of bounds write due to an integer overflow. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07510064; Issue ID: ALPS07549928."
CVE-2023-20757,"T6833VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2023-20753MEDIUMTRUSTN/AN/AJul 2023N/ACVE-2023-20754HIGHTRUSTN/AN/AJul 2023Jul 2023CVE-2023-20755HIGHTRUSTN/AN/AJul 2023Jul 2023CVE-2023-20756MEDIUMTRUSTN/AN/AJul 2023N/ACVE-2023-20757MEDIUMIPCN/AN/AJul 2023N/ACVE-2023-20758MEDIUMIPCN/AN/AJul 2023N/ACVE-2023-20759MEDIUMIPCN/AN/AJul 2023N/ACVE-2023-20761MEDIUMCELLULAROSN/AJul 2023N/ACVE-2023-20766MEDIUMPOSITIONN/AN/AJul 2023N/ACVE-2023-20768MEDIUMMEMORY_MANAGEMENTOSN/AJul 2023N/A199 of 516 row(s) shown.Rows per pagePage 1 of 20Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable",https://www.chipsets.org/devices/474,True,"In cmdq, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07636133; Issue ID: ALPS07636133."
CVE-2023-20758,"ilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2023-20753MEDIUMTRUSTN/AN/AJul 2023N/ACVE-2023-20754HIGHTRUSTN/AN/AJul 2023Jul 2023CVE-2023-20755HIGHTRUSTN/AN/AJul 2023Jul 2023CVE-2023-20756MEDIUMTRUSTN/AN/AJul 2023N/ACVE-2023-20757MEDIUMIPCN/AN/AJul 2023N/ACVE-2023-20758MEDIUMIPCN/AN/AJul 2023N/ACVE-2023-20759MEDIUMIPCN/AN/AJul 2023N/ACVE-2023-20761MEDIUMCELLULAROSN/AJul 2023N/ACVE-2023-20766MEDIUMPOSITIONN/AN/AJul 2023N/ACVE-2023-20768MEDIUMMEMORY_MANAGEMENTOSN/AJul 2023N/A199 of 516 row(s) shown.Rows per pagePage 1 of 20Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information",https://www.chipsets.org/devices/474,True,"In cmdq, there is a possible memory corruption due to a missing bounds check. This could lead to local denial of service with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07636133; Issue ID: ALPS07636130."
CVE-2023-20759,"d onPublished by manufacturerPublished by AOSPCVE-2023-20753MEDIUMTRUSTN/AN/AJul 2023N/ACVE-2023-20754HIGHTRUSTN/AN/AJul 2023Jul 2023CVE-2023-20755HIGHTRUSTN/AN/AJul 2023Jul 2023CVE-2023-20756MEDIUMTRUSTN/AN/AJul 2023N/ACVE-2023-20757MEDIUMIPCN/AN/AJul 2023N/ACVE-2023-20758MEDIUMIPCN/AN/AJul 2023N/ACVE-2023-20759MEDIUMIPCN/AN/AJul 2023N/ACVE-2023-20761MEDIUMCELLULAROSN/AJul 2023N/ACVE-2023-20766MEDIUMPOSITIONN/AN/AJul 2023N/ACVE-2023-20768MEDIUMMEMORY_MANAGEMENTOSN/AJul 2023N/A199 of 516 row(s) shown.Rows per pagePage 1 of 20Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset ",https://www.chipsets.org/devices/474,True,"In cmdq, there is a possible memory corruption due to a missing bounds check. This could lead to local denial of service with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07636133; Issue ID: ALPS07634601."
CVE-2023-20761,"T6765VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2023-20753MEDIUMTRUSTN/AN/AJul 2023N/ACVE-2023-20754HIGHTRUSTN/AN/AJul 2023Jul 2023CVE-2023-20755HIGHTRUSTN/AN/AJul 2023Jul 2023CVE-2023-20756MEDIUMTRUSTN/AN/AJul 2023N/ACVE-2023-20761MEDIUMCELLULAROSN/AJul 2023N/ACVE-2023-20766MEDIUMPOSITIONN/AN/AJul 2023N/ACVE-2023-20768MEDIUMMEMORY_MANAGEMENTOSN/AJul 2023N/ACVE-2023-20771MEDIUMGPUN/AN/AJul 2023N/ACVE-2023-20772MEDIUMN/AN/AN/AJul 2023N/ACVE-2023-20773MEDIUMN/AN/AN/AJul 2023N/A175 of 417 row(s) shown.Rows per pagePage 1 of 18Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable",https://www.chipsets.org/devices/215,True,"In ril, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07628604; Issue ID: ALPS07628582."
CVE-2023-20766,"iesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2023-20753MEDIUMTRUSTN/AN/AJul 2023N/ACVE-2023-20754HIGHTRUSTN/AN/AJul 2023Jul 2023CVE-2023-20755HIGHTRUSTN/AN/AJul 2023Jul 2023CVE-2023-20756MEDIUMTRUSTN/AN/AJul 2023N/ACVE-2023-20761MEDIUMCELLULAROSN/AJul 2023N/ACVE-2023-20766MEDIUMPOSITIONN/AN/AJul 2023N/ACVE-2023-20768MEDIUMMEMORY_MANAGEMENTOSN/AJul 2023N/ACVE-2023-20771MEDIUMGPUN/AN/AJul 2023N/ACVE-2023-20772MEDIUMN/AN/AN/AJul 2023N/ACVE-2023-20773MEDIUMN/AN/AN/AJul 2023N/A175 of 417 row(s) shown.Rows per pagePage 1 of 18Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on ",https://www.chipsets.org/devices/215,True,"In gps, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07573237; Issue ID: ALPS07573202."
CVE-2023-20768,"shed by manufacturerPublished by AOSPCVE-2023-20753MEDIUMTRUSTN/AN/AJul 2023N/ACVE-2023-20754HIGHTRUSTN/AN/AJul 2023Jul 2023CVE-2023-20755HIGHTRUSTN/AN/AJul 2023Jul 2023CVE-2023-20756MEDIUMTRUSTN/AN/AJul 2023N/ACVE-2023-20761MEDIUMCELLULAROSN/AJul 2023N/ACVE-2023-20766MEDIUMPOSITIONN/AN/AJul 2023N/ACVE-2023-20768MEDIUMMEMORY_MANAGEMENTOSN/AJul 2023N/ACVE-2023-20771MEDIUMGPUN/AN/AJul 2023N/ACVE-2023-20772MEDIUMN/AN/AN/AJul 2023N/ACVE-2023-20773MEDIUMN/AN/AN/AJul 2023N/A175 of 417 row(s) shown.Rows per pagePage 1 of 18Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device",https://www.chipsets.org/devices/215,True,"In ion, there is a possible out of bounds read due to type confusion. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07560720; Issue ID: ALPS07559800."
CVE-2023-20771,"DIUMTRUSTN/AN/AJul 2023N/ACVE-2023-20754HIGHTRUSTN/AN/AJul 2023Jul 2023CVE-2023-20755HIGHTRUSTN/AN/AJul 2023Jul 2023CVE-2023-20756MEDIUMTRUSTN/AN/AJul 2023N/ACVE-2023-20761MEDIUMCELLULAROSN/AJul 2023N/ACVE-2023-20766MEDIUMPOSITIONN/AN/AJul 2023N/ACVE-2023-20768MEDIUMMEMORY_MANAGEMENTOSN/AJul 2023N/ACVE-2023-20771MEDIUMGPUN/AN/AJul 2023N/ACVE-2023-20772MEDIUMN/AN/AN/AJul 2023N/ACVE-2023-20773MEDIUMN/AN/AN/AJul 2023N/A175 of 417 row(s) shown.Rows per pagePage 1 of 18Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where in",https://www.chipsets.org/devices/215,True,"In display, there is a possible memory corruption due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07671046; Issue ID: ALPS07671046."
CVE-2023-20772,"HIGHTRUSTN/AN/AJul 2023Jul 2023CVE-2023-20755HIGHTRUSTN/AN/AJul 2023Jul 2023CVE-2023-20756MEDIUMTRUSTN/AN/AJul 2023N/ACVE-2023-20761MEDIUMCELLULAROSN/AJul 2023N/ACVE-2023-20766MEDIUMPOSITIONN/AN/AJul 2023N/ACVE-2023-20768MEDIUMMEMORY_MANAGEMENTOSN/AJul 2023N/ACVE-2023-20771MEDIUMGPUN/AN/AJul 2023N/ACVE-2023-20772MEDIUMN/AN/AN/AJul 2023N/ACVE-2023-20773MEDIUMN/AN/AN/AJul 2023N/A175 of 417 row(s) shown.Rows per pagePage 1 of 18Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, for instanc",https://www.chipsets.org/devices/215,True,"In vow, there is a possible escalation of privilege due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07441796; Issue ID: ALPS07441796."
CVE-2023-20773,"20755HIGHTRUSTN/AN/AJul 2023Jul 2023CVE-2023-20756MEDIUMTRUSTN/AN/AJul 2023N/ACVE-2023-20761MEDIUMCELLULAROSN/AJul 2023N/ACVE-2023-20766MEDIUMPOSITIONN/AN/AJul 2023N/ACVE-2023-20768MEDIUMMEMORY_MANAGEMENTOSN/AJul 2023N/ACVE-2023-20771MEDIUMGPUN/AN/AJul 2023N/ACVE-2023-20772MEDIUMN/AN/AN/AJul 2023N/ACVE-2023-20773MEDIUMN/AN/AN/AJul 2023N/A175 of 417 row(s) shown.Rows per pagePage 1 of 18Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, for instance to assess risks if you are a Political",https://www.chipsets.org/devices/215,True,"In vow, there is a possible escalation of privilege due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07611449; Issue ID: ALPS07441735."
CVE-2023-20785,"bilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2023-20780HIGHTRUSTN/AN/AAug 2023Aug 2023CVE-2023-20781MEDIUMTRUSTN/AN/AAug 2023N/ACVE-2023-20782MEDIUMTRUSTN/AN/AAug 2023N/ACVE-2023-20783MEDIUMTRUSTN/AN/AAug 2023N/ACVE-2023-20784MEDIUMTRUSTN/AN/AAug 2023N/ACVE-2023-20785MEDIUMAUDION/AN/AAug 2023N/ACVE-2023-20786MEDIUMPOSITIONN/AN/AAug 2023N/ACVE-2023-20787MEDIUMPOWERN/AN/AAug 2023N/ACVE-2023-20788MEDIUMPOWERN/AN/AAug 2023N/ACVE-2023-20790MEDIUMN/AN/AN/AAug 2023N/A149 of 387 row(s) shown.Rows per pagePage 1 of 15Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a parti",https://www.chipsets.org/devices/1478,True,"In audio, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07628524; Issue ID: ALPS07628524."
CVE-2023-20795,"23N/ACVE-2023-20782MEDIUMTRUSTN/AN/AAug 2023N/ACVE-2023-20783MEDIUMTRUSTN/AN/AAug 2023N/ACVE-2023-20784MEDIUMTRUSTN/AN/AAug 2023N/ACVE-2023-20786MEDIUMPOSITIONN/AN/AAug 2023N/ACVE-2023-20787MEDIUMPOWERN/AN/AAug 2023N/ACVE-2023-20788MEDIUMPOWERN/AN/AAug 2023N/ACVE-2023-20790MEDIUMN/AN/AN/AAug 2023N/ACVE-2023-20795MEDIUMCELLULAROSN/AAug 2023N/A186 of 516 row(s) shown.Rows per pagePage 1 of 19Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, for instance to assess risks if you are a Polit",https://www.chipsets.org/devices/473,True,"In ril, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07864900; Issue ID: ALPS07864900."
CVE-2023-20819,Chipsets.orgDevice info | Chipsets.orgChipsets.orgDevices Chipsets Vulnerabilities DeviceUlefone Armor 24OverviewRelease Date (est.)Sep 2023ChipsetMT6781VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2023-20819HIGHCELLULARFIRMWAREN/AOct 2023Oct 2023CVE-2023-20823MEDIUMIPCN/AN/ASep 2023N/ACVE-2023-20824MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20825MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20827MEDIUMCELLULARN/AN/ASep 2023N/ACVE-2023-20833MEDIUMTRUSTN/AN/ASep 2023N/ACVE-2023-20836MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20837MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-32806MEDIUMWIFIOSN/ASep 2023N/ACVE-2023-32807MEDIUMWIFIN/AN/ASep 2023N/A131 of 387 row(s) shown.Rows per pagePage 1 of 14Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our inform,https://www.chipsets.org/devices/1480,True,"In CDMA PPP protocol, there is a possible out of bounds write due to a missing bounds check. This could lead to remote escalation of privilege with no additional execution privilege needed. User interaction is not needed for exploitation. Patch ID: MOLY01068234; Issue ID: ALPS08010003."
CVE-2023-20821,sets.orgChipsets.orgDevices Chipsets Vulnerabilities DeviceCubot KingKong StarOverviewRelease Date (est.)Aug 2023ChipsetMT6833VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2023-20819HIGHCELLULARFIRMWAREN/AOct 2023Oct 2023CVE-2023-20821MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20823MEDIUMIPCN/AN/ASep 2023N/ACVE-2023-20824MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20825MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20826MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20827MEDIUMCELLULARN/AN/ASep 2023N/ACVE-2023-20828MEDIUMPOSITIONN/AN/ASep 2023N/ACVE-2023-20829MEDIUMPOSITIONN/AN/ASep 2023N/ACVE-2023-20830MEDIUMPOSITIONN/AN/ASep 2023N/A168 of 516 row(s) shown.Rows per pagePage 1 of 17Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage po,https://www.chipsets.org/devices/320,True,"In nvram, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07937113; Issue ID: ALPS07937113."
CVE-2023-20823,"hipsets.orgChipsets.orgDevices Chipsets Vulnerabilities DeviceUlefone Armor 24OverviewRelease Date (est.)Sep 2023ChipsetMT6781VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2023-20819HIGHCELLULARFIRMWAREN/AOct 2023Oct 2023CVE-2023-20823MEDIUMIPCN/AN/ASep 2023N/ACVE-2023-20824MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20825MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20827MEDIUMCELLULARN/AN/ASep 2023N/ACVE-2023-20833MEDIUMTRUSTN/AN/ASep 2023N/ACVE-2023-20836MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20837MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-32806MEDIUMWIFIOSN/ASep 2023N/ACVE-2023-32807MEDIUMWIFIN/AN/ASep 2023N/A131 of 387 row(s) shown.Rows per pagePage 1 of 14Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checke",https://www.chipsets.org/devices/1480,True,"In cmdq, there is a possible out of bounds read due to an incorrect status check. This could lead to local denial of service with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08021592; Issue ID: ALPS08021592."
CVE-2023-20824,"Vulnerabilities DeviceUlefone Armor 24OverviewRelease Date (est.)Sep 2023ChipsetMT6781VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2023-20819HIGHCELLULARFIRMWAREN/AOct 2023Oct 2023CVE-2023-20823MEDIUMIPCN/AN/ASep 2023N/ACVE-2023-20824MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20825MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20827MEDIUMCELLULARN/AN/ASep 2023N/ACVE-2023-20833MEDIUMTRUSTN/AN/ASep 2023N/ACVE-2023-20836MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20837MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-32806MEDIUMWIFIOSN/ASep 2023N/ACVE-2023-32807MEDIUMWIFIN/AN/ASep 2023N/A131 of 387 row(s) shown.Rows per pagePage 1 of 14Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cro",https://www.chipsets.org/devices/1480,True,"In duraspeed, there is a possible information disclosure due to a missing permission check. This could lead to local information disclosure with no additional execution privilege needed. User interaction is not needed for exploitation. Patch ID: ALPS07951402; Issue ID: ALPS07951402."
CVE-2023-20825,"erviewRelease Date (est.)Sep 2023ChipsetMT6781VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2023-20819HIGHCELLULARFIRMWAREN/AOct 2023Oct 2023CVE-2023-20823MEDIUMIPCN/AN/ASep 2023N/ACVE-2023-20824MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20825MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20827MEDIUMCELLULARN/AN/ASep 2023N/ACVE-2023-20833MEDIUMTRUSTN/AN/ASep 2023N/ACVE-2023-20836MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20837MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-32806MEDIUMWIFIOSN/ASep 2023N/ACVE-2023-32807MEDIUMWIFIN/AN/ASep 2023N/A131 of 387 row(s) shown.Rows per pagePage 1 of 14Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may",https://www.chipsets.org/devices/1480,True,"In duraspeed, there is a possible information disclosure due to a missing permission check. This could lead to local information disclosure with no additional execution privilege needed. User interaction is not needed for exploitation. Patch ID: ALPS07951402; Issue ID: ALPS07951413."
CVE-2023-20826,"bilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2023-20819HIGHCELLULARFIRMWAREN/AOct 2023Oct 2023CVE-2023-20821MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20823MEDIUMIPCN/AN/ASep 2023N/ACVE-2023-20824MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20825MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20826MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20827MEDIUMCELLULARN/AN/ASep 2023N/ACVE-2023-20828MEDIUMPOSITIONN/AN/ASep 2023N/ACVE-2023-20829MEDIUMPOSITIONN/AN/ASep 2023N/ACVE-2023-20830MEDIUMPOSITIONN/AN/ASep 2023N/A168 of 516 row(s) shown.Rows per pagePage 1 of 17Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information o",https://www.chipsets.org/devices/320,True,"In cta, there is a possible information disclosure due to a missing permission check. This could lead to local information disclosure with no additional execution privilege needed. User interaction is not needed for exploitation. Patch ID: ALPS07978550; Issue ID: ALPS07978550."
CVE-2023-20827,"MT6781VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2023-20819HIGHCELLULARFIRMWAREN/AOct 2023Oct 2023CVE-2023-20823MEDIUMIPCN/AN/ASep 2023N/ACVE-2023-20824MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20825MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20827MEDIUMCELLULARN/AN/ASep 2023N/ACVE-2023-20833MEDIUMTRUSTN/AN/ASep 2023N/ACVE-2023-20836MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20837MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-32806MEDIUMWIFIOSN/ASep 2023N/ACVE-2023-32807MEDIUMWIFIN/AN/ASep 2023N/A131 of 387 row(s) shown.Rows per pagePage 1 of 14Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. ",https://www.chipsets.org/devices/1480,True,"In ims service, there is a possible memory corruption due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07937105; Issue ID: ALPS07937105."
CVE-2023-20828,"SPCVE-2023-20819HIGHCELLULARFIRMWAREN/AOct 2023Oct 2023CVE-2023-20821MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20823MEDIUMIPCN/AN/ASep 2023N/ACVE-2023-20824MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20825MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20826MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20827MEDIUMCELLULARN/AN/ASep 2023N/ACVE-2023-20828MEDIUMPOSITIONN/AN/ASep 2023N/ACVE-2023-20829MEDIUMPOSITIONN/AN/ASep 2023N/ACVE-2023-20830MEDIUMPOSITIONN/AN/ASep 2023N/A168 of 516 row(s) shown.Rows per pagePage 1 of 17Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in",https://www.chipsets.org/devices/320,True,"In gps, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08014144; Issue ID: ALPS08014144."
CVE-2023-20829,"23Oct 2023CVE-2023-20821MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20823MEDIUMIPCN/AN/ASep 2023N/ACVE-2023-20824MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20825MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20826MEDIUMN/AN/AN/ASep 2023N/ACVE-2023-20827MEDIUMCELLULARN/AN/ASep 2023N/ACVE-2023-20828MEDIUMPOSITIONN/AN/ASep 2023N/ACVE-2023-20829MEDIUMPOSITIONN/AN/ASep 2023N/ACVE-2023-20830MEDIUMPOSITIONN/AN/ASep 2023N/A168 of 516 row(s) shown.Rows per pagePage 1 of 17Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, f",https://www.chipsets.org/devices/320,True,"In gps, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08014144; Issue ID: ALPS08014148."
